Yr,Day,Hr,Mn,Sec,Fr,Code,Sig,Latitude,Longitude,GpsAge,,,,
5,243,15,4,0,8405,210,114,61.595555,-146.0233717,0,,,,
5,243,15,4,1,8405,40,92,61.59563667,-146.0219083,0,,,,
5,243,15,4,31,8165,210,115,61.59793667,-146.0031217,1,,,,
5,243,15,4,32,8165,210,110,61.59820833,-146.0027483,1,,,,
5,243,15,4,45,8165,0,94,61.60156,-145.9973633,0,,,,
5,243,15,4,46,8165,0,91,61.60176167,-145.9968033,0,,,,
5,243,15,4,46,8165,0,91,61.60176167,-145.9968033,0,,,,
5,243,15,4,51,8165,0,92,61.60239,-145.9936133,1,,,,
5,243,15,5,7,8245,150,91,61.599195,-145.9853483,0,,,,
5,243,15,5,8,8245,150,93,61.59884333,-145.9851467,0,,,,
5,243,15,5,35,8364,120,95,61.58998833,-145.9893533,2,,,,
5,243,15,5,36,8364,120,92,61.58934167,-145.9900417,1,,,,
5,243,15,5,37,8364,120,93,61.58870333,-145.99074,0,,,,
5,243,15,9,49,8383,90,105,61.514955,-145.9669533,1,,,,
5,243,15,9,49,8383,90,110,61.514955,-145.9669533,1,,,,
5,243,15,9,51,8383,90,100,61.514155,-145.96701,0,,,,
5,243,15,9,52,8383,90,107,61.51389667,-145.9670583,0,,,,
5,243,15,9,53,8383,90,110,61.51364,-145.967115,0,,,,
5,243,15,9,54,8383,90,110,61.513385,-145.9671733,0,,,,
5,243,15,10,16,8165,180,124,61.51231167,-145.973635,0,,,,
5,243,15,10,48,8045,60,117,61.51146,-145.9690567,0,,,,
5,243,15,10,48,8045,60,115,61.51146,-145.9690567,0,,,,
5,243,15,10,49,8045,60,101,61.51126333,-145.9693933,0,,,,
5,243,15,10,50,8045,60,113,61.51107333,-145.969735,0,,,,
5,243,15,11,4,8165,180,101,61.509215,-145.9757733,0,,,,
5,243,15,12,13,8383,60,108,61.49766,-145.9952283,1,,,,
5,243,15,12,15,8383,60,100,61.49722667,-145.9955117,0,,,,
5,243,15,12,15,8383,60,98,61.49722667,-145.9955117,0,,,,
5,243,15,13,12,8383,60,115,61.486765,-146.01033,1,,,,
5,243,15,13,12,8383,60,114,61.486765,-146.01033,1,,,,
5,243,15,13,28,8103,110,130,61.48443833,-146.0158517,1,,,,
5,243,15,13,28,8103,110,130,61.48443833,-146.0158517,1,,,,
5,243,15,13,41,8184,20,93,61.482385,-146.0202567,1,,,,
5,243,15,13,42,8184,20,92,61.48220833,-146.0205383,1,,,,
5,243,15,14,4,8383,60,115,61.47791833,-146.0256633,1,,,,
5,243,15,14,25,8184,20,133,61.47302,-146.0282383,0,,,,
5,243,15,27,40,8184,240,117,61.59922167,-145.9656617,1,,,,
5,243,15,27,41,8184,240,115,61.59989667,-145.965535,0,,,,
5,243,15,27,42,8184,240,112,61.60023,-145.9654517,0,,,,
5,243,15,27,45,8184,240,94,61.601215,-145.9651817,0,,,,
5,243,15,28,1,8265,150,95,61.60634,-145.96677,0,,,,
5,243,15,28,2,8265,150,86,61.60663167,-145.9670333,0,,,,
5,243,15,28,18,8364,30,119,61.61123667,-145.9702267,0,,,,
5,243,15,29,48,8405,170,106,61.63710833,-145.9751717,0,,,,
5,243,15,29,50,8405,170,103,61.63737833,-145.9751783,0,,,,
5,243,15,30,36,8405,170,104,61.649475,-145.9702467,0,,,,
5,243,15,30,37,8405,170,100,61.64975167,-145.9702217,0,,,,
5,243,15,32,6,8066,80,100,61.67250667,-145.9563783,0,,,,
5,243,15,32,7,8066,80,106,61.67275333,-145.956205,0,,,,
5,243,15,32,9,8066,80,109,61.673245,-145.9558533,0,,,,
5,243,15,35,27,8045,230,118,61.72116667,-145.8927433,1,,,,
5,243,15,35,29,8045,230,113,61.72132333,-145.8920767,1,,,,
5,243,15,35,31,8045,230,110,61.721605,-145.8907067,0,,,,
5,243,15,35,32,8045,230,109,61.72173333,-145.8900067,0,,,,
5,243,15,39,7,8146,190,110,61.73527,-145.74633,1,,,,
5,243,15,39,8,8146,190,111,61.73550833,-145.7458467,1,,,,
5,243,15,39,9,8146,190,105,61.73573167,-145.7453433,1,,,,
5,243,15,39,10,8146,190,113,61.73592833,-145.7448033,1,,,,
5,243,15,39,11,8146,190,119,61.736205,-145.7436167,0,,,,
5,243,15,39,20,8184,160,94,61.73585333,-145.7387667,1,,,,
5,243,15,39,20,8184,130,131,61.73585333,-145.7387667,1,,,,
5,243,15,39,22,8184,130,138,61.73545833,-145.73777,0,,,,
5,243,15,39,24,8184,130,142,61.73508,-145.73674,0,,,,
5,243,15,39,35,8265,110,139,61.73433833,-145.7298983,0,,,,
5,243,15,39,43,8287,160,100,61.73234,-145.727075,0,,,,
5,243,15,39,44,8287,160,101,61.732145,-145.7265933,0,,,,
5,243,15,39,55,8326,60,135,61.73354667,-145.7215533,0,,,,
5,243,15,39,56,8326,60,131,61.73385667,-145.7216167,0,,,,
5,243,15,40,20,8066,90,114,61.73216167,-145.7303567,0,,,,
5,243,15,40,20,8066,90,116,61.73216167,-145.7303567,0,,,,
5,243,15,40,21,8066,90,112,61.731915,-145.7300267,0,,,,
5,243,15,40,22,8066,90,112,61.73168333,-145.7296333,0,,,,
5,243,15,40,34,8126,240,116,61.72945333,-145.7237117,1,,,,
5,243,15,40,34,8126,240,126,61.72945333,-145.7237117,1,,,,
5,243,15,40,36,8126,240,116,61.72914833,-145.7226467,1,,,,
5,243,15,40,43,8146,190,96,61.72858833,-145.718325,0,,,,
5,243,15,58,35,8326,10,111,61.50439,-145.530285,0,,,,
5,243,15,58,36,8326,10,113,61.5042,-145.5309267,0,,,,
5,243,15,58,36,8326,10,109,61.5042,-145.5309267,0,,,,
5,243,15,58,38,8326,10,105,61.50393167,-145.5323067,0,,,,
5,243,15,58,38,8326,10,106,61.50393167,-145.5323067,0,,,,
5,243,15,58,39,8326,10,95,61.50385,-145.5330283,0,,,,
5,243,15,58,41,8326,10,114,61.50374667,-145.5344933,1,,,,
5,243,15,58,42,8326,10,119,61.50365667,-145.5359617,0,,,,
5,243,15,58,43,8326,10,118,61.50365667,-145.5359617,1,,,,
5,243,15,58,43,8326,10,120,61.50365667,-145.5359617,1,,,,
5,243,15,58,45,8326,10,119,61.50365667,-145.5359617,3,,,,
5,243,15,58,46,8326,10,118,61.50330167,-145.5379767,0,,,,
5,243,15,58,48,8326,10,114,61.50287167,-145.539045,0,,,,
5,243,15,58,48,8326,10,119,61.50287167,-145.539045,0,,,,
5,243,15,58,49,8326,10,112,61.50261333,-145.5394717,0,,,,
5,243,15,58,49,8326,10,90,61.50261333,-145.5394717,0,,,,
5,243,15,58,52,8326,10,108,61.50172667,-145.5402217,0,,,,
5,243,15,59,0,8326,10,99,61.49918,-145.540255,0,,,,
5,243,15,59,0,8326,10,95,61.49918,-145.540255,0,,,,
5,243,16,6,34,8025,20,93,61.515135,-145.505195,1,,,,
5,243,16,6,34,8025,20,97,61.515135,-145.505195,1,,,,
5,243,16,6,35,8025,20,96,61.515135,-145.505195,2,,,,
5,243,16,6,36,8025,170,95,61.51576833,-145.5051533,0,,,,
5,243,16,6,36,8025,20,102,61.51576833,-145.5051533,0,,,,
5,243,16,6,37,8025,20,105,61.51607833,-145.5052033,1,,,,
5,243,16,6,38,8025,20,104,61.51637333,-145.5053467,0,,,,
5,243,16,6,39,8025,20,98,61.516645,-145.50559,1,,,,
5,243,16,6,40,8025,20,93,61.51688833,-145.505925,1,,,,
5,243,16,6,40,8025,20,92,61.51688833,-145.505925,1,,,,
5,243,16,9,55,8184,230,98,61.556725,-145.42625,1,,,,
5,243,16,9,56,8184,230,101,61.55692,-145.425705,1,,,,
5,243,16,9,57,8184,230,93,61.557095,-145.4251367,1,,,,
5,243,16,29,4,8184,40,99,61.71504667,-145.002935,1,,,,
5,243,16,29,5,8184,40,92,61.71511833,-145.00225,1,,,,
5,243,16,29,6,8184,40,95,61.71511833,-145.00225,2,,,,
5,243,16,29,20,8184,40,110,61.716625,-144.9922667,0,,,,
5,243,16,29,20,8184,40,95,61.716625,-144.9922667,0,,,,
5,243,16,30,18,8345,10,109,61.710415,-144.9545217,0,,,,
5,243,16,30,19,8345,10,111,61.71025667,-144.9538967,0,,,,
5,243,16,30,19,8345,10,114,61.71025667,-144.9538967,0,,,,
5,243,16,30,22,8345,10,100,61.70993667,-144.9526517,0,,,,
5,243,16,30,22,8345,10,116,61.70993667,-144.9526517,0,,,,
5,243,16,37,45,8066,110,93,61.65218333,-144.673385,0,,,,
5,243,16,37,46,8066,110,98,61.65200333,-144.6727767,0,,,,
5,243,16,37,47,8066,110,97,61.65183667,-144.6721517,0,,,,
5,243,16,37,48,8066,110,97,61.65168667,-144.6715133,0,,,,
5,243,16,39,21,8146,180,103,61.64855667,-144.62204,1,,,,
5,243,16,39,24,8146,180,107,61.649395,-144.6231517,0,,,,
5,243,16,39,25,8146,180,103,61.64965333,-144.6236033,0,,,,
5,243,16,41,3,8066,143,94,61.67547167,-144.6554033,1,,,,
5,243,16,41,4,8066,140,98,61.67545333,-144.6560933,1,,,,
5,243,16,41,5,8066,140,103,61.67542333,-144.6567783,1,,,,
5,243,16,41,7,8066,140,93,61.67535333,-144.6581467,1,,,,
5,243,16,41,51,8066,140,120,61.681825,-144.6861667,0,,,,
5,243,16,41,58,8103,200,105,61.68403667,-144.68873,1,,,,
5,243,16,42,34,8066,143,108,61.695255,-144.7009733,0,,,,
5,243,16,43,30,8205,260,102,61.71010167,-144.72636,1,,,,
5,243,16,43,31,8205,260,107,61.71034333,-144.726875,1,,,,
5,243,16,43,31,8205,260,102,61.71034333,-144.726875,1,,,,
5,243,16,43,33,8205,260,87,61.71078167,-144.7279983,1,,,,
5,243,16,44,35,8405,30,94,61.72048667,-144.7608817,0,,,,
5,243,16,44,36,8405,30,93,61.72080833,-144.76117,0,,,,
5,243,16,44,37,8405,30,93,61.72113,-144.7614567,0,,,,
5,243,16,44,39,8405,30,91,61.72144833,-144.761745,0,,,,
5,243,16,44,39,8405,30,99,61.72144833,-144.761745,0,,,,
5,243,16,45,58,8405,30,113,61.741295,-144.799205,0,,,,
5,243,16,45,58,8405,30,111,61.741295,-144.799205,0,,,,
5,243,16,45,59,8405,30,111,61.74148833,-144.7997933,0,,,,
5,243,16,47,41,8245,220,108,61.75872833,-144.8631283,1,,,,
5,243,16,47,42,8245,220,105,61.75918833,-144.8642283,0,,,,
5,243,16,50,40,8364,210,98,61.78806,-144.9699183,0,,,,
5,243,16,50,41,8364,210,95,61.78821,-144.9704417,0,,,,
5,243,16,50,42,8364,210,101,61.788355,-144.970965,0,,,,
5,243,16,50,54,8025,30,95,61.79011333,-144.977115,0,,,,
5,243,16,50,54,8025,30,94,61.79011333,-144.977115,0,,,,
5,243,16,50,55,8025,30,93,61.79028333,-144.9775817,0,,,,
5,243,16,51,24,8265,60,99,61.79444,-144.9916283,1,,,,
5,243,16,51,26,8265,60,99,61.794805,-144.9925267,1,,,,
5,243,16,51,26,8265,60,99,61.794805,-144.9925267,1,,,,
5,243,16,51,40,8364,210,117,61.79768167,-144.9980817,1,,,,
5,243,16,51,42,8364,210,113,61.79832167,-144.9992517,0,,,,
5,243,16,51,43,8364,210,109,61.79832167,-144.9992517,1,,,,
5,243,16,51,55,8025,30,123,61.801045,-145.0036933,0,,,,
5,243,16,51,55,8025,30,121,61.801045,-145.0036933,0,,,,
5,243,16,51,56,8025,30,123,61.80129333,-145.0040083,1,,,,
5,243,16,51,57,8025,30,124,61.80154667,-145.0043117,1,,,,
5,243,16,51,57,8025,30,121,61.80154667,-145.0043117,1,,,,
5,243,16,51,58,8025,30,121,61.801805,-145.0045983,1,,,,
5,243,16,51,59,8025,30,121,61.80233833,-145.0051167,0,,,,
5,243,16,52,0,8025,30,122,61.80260833,-145.005345,0,,,,
5,243,16,52,7,8086,113,117,61.80420167,-145.0066533,0,,,,
5,243,16,52,9,8086,110,123,61.804675,-145.0073017,0,,,,
5,243,16,52,10,8086,110,127,61.80489333,-145.0076767,0,,,,
5,243,16,52,28,8245,140,106,61.80918,-145.014075,0,,,,
5,243,16,52,28,8245,140,102,61.80918,-145.014075,0,,,,
5,243,16,52,29,8245,140,100,61.80935,-145.0145533,0,,,,
5,243,16,52,40,8265,60,95,61.810105,-145.0206233,0,,,,
5,243,16,52,41,8265,60,94,61.81007333,-145.0219533,0,,,,
5,243,16,53,12,8165,120,93,61.810005,-145.041065,0,,,,
5,243,16,53,13,8165,120,94,61.81003333,-145.041695,0,,,,
5,243,16,53,55,8165,120,114,61.81389833,-145.0665533,0,,,,
5,243,16,53,56,8165,120,114,61.81409167,-145.06702,0,,,,
5,243,16,58,28,8126,40,101,61.871125,-145.1817617,1,,,,
5,243,16,58,29,8126,40,97,61.87131833,-145.18233,1,,,,
5,243,16,58,31,8126,40,94,61.87170167,-145.1834783,1,,,,
5,243,16,59,34,8345,20,109,61.88876,-145.2069617,0,,,,
5,243,16,59,35,8345,20,109,61.88903833,-145.207305,0,,,,
5,243,16,59,36,8345,20,111,61.88931833,-145.2076467,0,,,,
5,243,16,59,37,8345,20,111,61.88959667,-145.2079867,0,,,,
5,243,17,0,26,8405,90,89,61.90130667,-145.230675,1,,,,
5,243,17,0,27,8405,90,93,61.901745,-145.2317133,0,,,,
5,243,17,0,29,8405,90,97,61.90217667,-145.2327483,1,,,,
5,243,17,0,29,8405,90,96,61.90217667,-145.2327483,1,,,,
5,243,17,1,12,8405,90,114,61.910975,-145.254955,1,,,,
5,243,17,1,13,8405,90,117,61.911185,-145.2554967,1,,,,
5,243,17,1,39,8205,240,124,61.91787,-145.2675,1,,,,
5,243,17,1,40,8205,240,119,61.918145,-145.267875,1,,,,
5,243,17,1,42,8205,240,108,61.918425,-145.268245,1,,,,
5,243,17,3,33,8066,0,110,61.95320833,-145.28343,0,,,,
5,243,17,3,34,8066,0,108,61.95320833,-145.28343,1,,,,
5,243,17,3,35,8066,0,108,61.95342667,-145.283885,1,,,,
5,243,17,3,36,8066,0,111,61.953805,-145.2849117,0,,,,
5,243,17,4,22,8066,0,137,61.95449167,-145.3154783,0,,,,
5,243,17,4,23,8066,0,144,61.95454333,-145.3161467,1,,,,
5,243,17,4,24,8066,0,144,61.95459833,-145.316815,1,,,,
5,243,17,4,25,8066,0,142,61.95466,-145.31748,1,,,,
5,243,17,4,44,8066,0,112,61.95399167,-145.3280717,1,,,,
5,243,17,4,46,8066,0,123,61.95359333,-145.32903,1,,,,
5,243,17,4,46,8066,0,123,61.95359333,-145.32903,1,,,,
5,243,17,4,47,8066,0,124,61.953375,-145.3294817,1,,,,
5,243,17,4,47,8066,0,123,61.953375,-145.3294817,1,,,,
5,243,17,4,49,8066,0,122,61.95292167,-145.3303683,1,,,,
5,243,17,8,21,8165,30,126,61.92308,-145.4448883,1,,,,
5,243,17,8,22,8165,30,126,61.923,-145.4454917,1,,,,
5,243,17,8,24,8165,30,131,61.92292333,-145.4461,1,,,,
5,243,17,13,11,8225,190,135,61.87143333,-145.5327233,0,,,,
5,243,17,13,11,8225,190,135,61.87143333,-145.5327233,0,,,,
5,243,17,13,12,8225,190,129,61.871105,-145.53255,0,,,,
5,243,17,18,26,8103,90,104,61.78415167,-145.607785,1,,,,
5,243,17,18,27,8103,90,102,61.78381833,-145.608015,1,,,,
5,243,17,18,28,8103,90,103,61.78348333,-145.6082233,1,,,,
5,243,17,18,29,8103,90,104,61.78314833,-145.6084233,1,,,,
5,243,17,18,30,8103,90,104,61.78281167,-145.60862,1,,,,
5,243,17,18,31,8103,90,105,61.78247667,-145.6088183,1,,,,
5,243,17,18,40,8126,180,95,61.77917333,-145.611065,0,,,,
5,243,17,18,41,8126,180,93,61.77884333,-145.6112967,0,,,,
5,243,17,18,42,8126,180,97,61.77851167,-145.6115133,0,,,,
5,243,17,18,44,8126,180,98,61.77817833,-145.6117167,1,,,,
5,243,17,18,45,8126,180,96,61.77784167,-145.6119133,1,,,,
5,243,17,19,28,8126,180,109,61.767115,-145.63192,0,,,,
5,243,17,19,29,8126,230,108,61.76688833,-145.63246,0,,,,
5,243,17,19,29,8126,180,109,61.76688833,-145.63246,0,,,,
5,243,17,19,30,8126,180,109,61.766655,-145.632985,0,,,,
5,243,17,19,31,8126,230,100,61.76641333,-145.6334917,1,,,,
5,243,17,19,31,8126,180,106,61.76641333,-145.6334917,1,,,,
5,243,17,19,32,8126,230,98,61.76616167,-145.6339783,1,,,,
5,243,17,19,32,8126,180,104,61.76616167,-145.6339783,1,,,,
5,243,17,19,33,8126,230,100,61.76590333,-145.63445,1,,,,
5,243,17,19,34,8126,180,103,61.76590333,-145.63445,2,,,,
5,243,17,19,44,8126,180,92,61.763745,-145.6414317,0,,,,
5,243,17,19,50,8126,180,92,61.76343833,-145.6448183,0,,,,
5,243,17,19,52,8126,180,89,61.76353,-145.6462,1,,,,
5,243,17,19,52,8126,230,94,61.76353,-145.6462,1,,,,
5,243,17,19,53,8126,180,92,61.763605,-145.6468817,1,,,,
5,243,17,19,54,8126,180,96,61.763605,-145.6468817,2,,,,
5,243,17,19,55,8126,230,97,61.76375333,-145.6482467,1,,,,
5,243,17,19,55,8126,180,91,61.76375333,-145.6482467,1,,,,
5,243,17,19,56,8126,230,97,61.76386667,-145.649635,0,,,,
5,243,17,19,57,8126,230,90,61.763905,-145.6503383,0,,,,
5,243,17,19,59,8126,230,92,61.763935,-145.6517483,0,,,,
5,243,17,20,47,8045,140,95,61.75638333,-145.6797733,0,,,,
5,243,17,20,48,8045,140,101,61.75626833,-145.680495,1,,,,
5,243,17,20,49,8045,140,104,61.75616167,-145.6812233,1,,,,
5,243,17,21,6,8184,160,116,61.75520333,-145.69412,1,,,,
5,243,17,21,7,8184,160,114,61.755175,-145.694885,1,,,,
5,243,17,21,14,8205,10,101,61.754835,-145.7001217,1,,,,
5,243,17,21,15,8205,10,96,61.75476333,-145.7008583,1,,,,
5,243,17,21,16,8205,10,103,61.75469,-145.7015917,1,,,,
5,243,17,21,17,8205,10,105,61.754615,-145.7023267,1,,,,
5,243,17,21,17,8205,10,113,61.754615,-145.7023267,1,,,,
5,243,17,21,26,8287,10,112,61.75365833,-145.7095817,0,,,,
5,243,17,21,28,8287,10,111,61.75340333,-145.71097,0,,,,
5,243,17,21,29,8287,10,109,61.75326667,-145.711655,0,,,,
5,243,17,21,29,8287,10,108,61.75326667,-145.711655,0,,,,
5,243,17,21,30,8287,10,108,61.75312333,-145.712335,0,,,,
5,243,17,21,39,8345,113,110,61.75179667,-145.7176133,1,,,,
5,243,17,21,39,8345,110,98,61.75179667,-145.7176133,1,,,,
5,243,17,21,41,8345,110,97,61.75122667,-145.7194667,0,,,,
5,243,17,21,42,8345,110,104,61.75122667,-145.7194667,1,,,,
5,243,17,21,43,8345,110,110,61.75101333,-145.7200467,1,,,,
5,243,17,21,44,8345,110,109,61.75054667,-145.7211317,0,,,,
5,243,17,21,45,8345,110,107,61.75028833,-145.7216267,0,,,,
5,243,17,21,46,8345,110,101,61.750015,-145.7220783,0,,,,
5,243,17,21,47,8345,110,106,61.749725,-145.72249,0,,,,
5,243,17,21,48,8345,110,112,61.74942,-145.7228583,0,,,,
5,243,17,21,50,8345,110,110,61.74910167,-145.723185,0,,,,
5,243,17,21,51,8345,110,106,61.748775,-145.7234767,0,,,,
5,243,17,21,52,8345,110,104,61.74844167,-145.7237433,0,,,,
5,243,17,21,53,8345,110,106,61.74810667,-145.7239983,0,,,,
5,243,17,21,54,8345,110,97,61.74777167,-145.7242533,1,,,,
5,243,17,21,55,8345,110,91,61.74743833,-145.7245167,1,,,,
5,243,17,21,57,8345,110,92,61.74678667,-145.72511,1,,,,
5,243,17,21,58,8345,110,94,61.746475,-145.7254567,1,,,,
5,243,17,21,59,8345,110,92,61.74617167,-145.72584,1,,,,
